discussion_answer_id,taiwan_discussions_user_id,course_id,discussion_answer_content,discussion_question_id,discussion_answer_parent_discussion_answer_id,discussion_answer_created_ts,discussion_answer_updated_ts
"WazvZDnzEeWV8SIACyyfnQ",4d16634dada9096f81644aaec4098487e4b29299,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我才学到第6章，求和我一样还在学的同学互评~谢谢</text><text/></co-content>","06LJTDLSEeWV8SIACyyfnQ","",2015-08-03 15:21:44.901,2015-08-03 15:21:44.901
"ZX7NMjqiEeWeYyIAC1WQXA",4d16634dada9096f81644aaec4098487e4b29299,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>好哒，谢谢~主要是要先完成课程要求的那几个评分，感觉没多少人在上课了~</text><text/></co-content>","06LJTDLSEeWV8SIACyyfnQ","",2015-08-04 12:14:46.659,2015-08-04 12:14:46.659
"LfW7pDqiEeWm9SIAC5HAew",4d16634dada9096f81644aaec4098487e4b29299,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>还和我一起学习的同学联合起来吧~对了，大家注意首先打三视图和cad三视图的评分，因为那个影响到能否完成课程。剩下的评分有空闲的同学可以按额或者超额评分~</text></co-content>","5tDVgjnzEeWF2iIACyygBg","",2015-08-04 12:13:13.486,2015-08-04 12:13:13.486
"-RZp_kn8EeWxHxIGetKceQ",4d16634dada9096f81644aaec4098487e4b29299,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>同问，证书怎么下载？看不到在哪？</text></co-content>","FLlP4T6bEeW2ASIACxeTpg","",2015-08-24 01:10:56.425,2015-08-24 01:10:56.425
"2zD6ipyNEeWJawqw4y2Ihw",eb03136268bb62a61beb8c8614d4892404c3f9a0,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我的也是不显示，不知道要怎么解决</text></co-content>","WrH8mhV8EeWHGCIACznL2w","",2015-12-07 02:54:38.641,2015-12-07 02:54:38.641
"gTQl6racEeWGphLhfbPAyQ",3e596d6a9d3cddb52456f463b783478ad1493ba3,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我问了去美帝的同学，确实如此。</text></co-content>","ZRvWaq79EeWF2Q53QdZUbw","CYNn5LZvEeWgOgqFA-9kqQ",2016-01-09 06:45:00.35,2016-01-09 06:45:00.35
"uDw8C6DdEeWRTArgYkB6yQ",19ee1e72d537df1d317ee37920669e36bb840b49,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>必须用信用卡支付么？</text><text/></co-content>","FLlP4T6bEeW2ASIACxeTpg","aDYuOYEMEeWe6Qot63L7mQ",2015-12-12 14:36:24.384,2015-12-12 14:36:24.384
"p-yD6aDdEeWF6gpqp4BTmQ",19ee1e72d537df1d317ee37920669e36bb840b49,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>问下必须有信用卡才行么？</text></co-content>","5WKarGTeEeW1ShIhri4C5Q","iAvYwIEHEeWXKRJ71r2fxw",2015-12-12 14:35:57.018,2015-12-12 14:35:57.018
"UfRiiR_aEeWmISIAC9QOog",d854feb33c383ee2c0080c6a71ebef34467aed8f,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text> 你可以免费学啊，只不过不能够认证，但</text></co-content>","5UfTIRPGEeWM2iIAC0KUpw","",2015-07-01 10:17:04.297,2015-07-01 10:17:25.401
"4Qxrhx_ZEeWmISIAC9QOog",d854feb33c383ee2c0080c6a71ebef34467aed8f,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>Teacher is very cute, so good that I could understand cause I'm native, maybe you should contact offical</text></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-07-01 10:13:54.872,2015-07-01 10:13:54.872
"asg-Ljs9EeWnMCIAC9gGzQ",13a78647c7f043a45742efa385e9c2259f1c59fc,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>是不是2016版  只需要輸入長度</text><text>角度只需要移動滑鼠選定它顯示的</text><text/></co-content>","zcsNVTLUEeWNVyIAC0uErA","",2015-08-05 06:44:27.522,2015-08-05 06:44:27.522
"oaBVsCixEeWSQSIAC5cRKQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>dear all：谢谢你们的积极参与，cad模型空间中绘图最好是按照1:1的实际尺寸绘制，方便绘图，不需要复杂的转换比例，但是单位需要统一，80单位可以代表实际中的80cm，也可以代表80mm，模型空间用于绘图，布局空间用于出图，模型空间中显示可大可小，布局空间中显示的大小与视口大小和比例有关。</text><text>在模型空间中绘制直径为1、10、100的圆，我们几乎看不见直径为1的圆。</text><img assetId=\"HS0hASiwEeWxOw5sRAIVPw\" alt=\"\"/><text>分别放在布局一中与布局二中。</text><img assetId=\"q5SDRCiwEeWHbBKgK7Ui1Q\" alt=\"\"/><text/><img assetId=\"uf49ciiwEeWxOw5sRAIVPw\" alt=\"\"/><text>可以看出此时直径为1、10的圆显示大小与直径为10、100的圆显示大小几乎一样。</text><text>做出的图很小的原因可能是对比关系悬殊，也有可能是显示比例不当。</text><text>以上不知是否可以解答你们的疑惑，如有任何疑问，欢迎你们随时与我们探讨。</text></co-content>","u4hyOieVEeWSQSIAC5cRKQ","",2015-07-12 16:18:29.063,2015-07-12 16:18:29.063
"tMwlbh_ZEeWM2iIAC0KUpw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>可以做辅助线找到圆心，也可以通过三点画圆法，直接捕捉功能还真没有。</text></co-content>","kMehKh41EeWA7CIAC5WDNQ","",2015-07-01 10:12:40.631,2015-07-01 10:12:40.631
"RAQ7jlhkEeWYng6rkEfI9w",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>非常理解你的心情，我相信老师当初也肯定有你这样的困惑，什么东西都是熟能生巧慢慢积累的。只有多练多操作，遇见问题多自己探索，日积月累，也就慢慢熟练了。</text><text>基于你问题的回答：绘图可以使用鼠标点选小图标，也可以使用命令，也就是键盘快捷键，比如我们按下\"L\"&gt;空格或者回车键，就可以绘制直线了，如果想要结束操作，直接按左上角的ESC键即可，不用点击鼠标右键这么麻烦。结束操作后，如果还想继续绘制直线，也不需要再次输入“L\"或者鼠标点选绘制直线按钮，只需要再次按下空格键或者回车键就行了，也就是说——空格键可是重复上一命令操作。当然还有很多技巧。慢慢积累。</text><text>关于快捷键，在你cad安装文件夹下搜索acad.pgp这个文件，右键》打开方式》选择笔记本。打开后往下翻就可以看见全部命令和快捷键了，比如（<strong>L,LINE）,意思就是（快捷键，命令全拼）。</strong>快捷键还支持更改，比如改成（Y,LINE），保存后我们在命令行输入Y就可以绘制直线咯。</text><text>总之cad也是个蛮人性化的软件呢，只要你想，全部在你掌控之中。勤学多练，慢慢积累，我想没有什么捷径吧。（找个好老师，O(∩_∩)O~）</text></co-content>","INjjh1e1EeWZ5g4_W5BoCw","",2015-09-11 09:05:36.577,2015-09-11 09:05:36.577
"v1ZkRhblEeWHGCIACznL2w",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>能否提供安装出错时的截图，或者相关错误提示信息。</text><text>你也可以先尝试使用搜索引擎搜索你遇到的问题。</text></co-content>","sjHftRaREeWd3iIAC7VAtA","",2015-06-20 00:46:11.81,2015-06-20 00:46:11.81
"O3pMgUJsEeWWIQr4OsvVww",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>谢谢你的付出，这个问题需要更多的同学看见。</text></co-content>","8N1Azz62EeWm9SIAC5HAew","",2015-08-14 10:07:12.644,2015-08-14 10:07:12.644
"c3rRJ24XEeWDzg4yGnIlTw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>干净清晰</text></co-content>","_QKA0GzdEeWWpw7gge8ZbQ","",2015-10-08 23:51:10.54,2015-10-08 23:51:10.54
"KKzS7xgWEeWHGCIACznL2w",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>菜單欄》「應用精選」右側有個三角，點擊切換，多試幾下，你會發現更多。</text></co-content>","Mc9J5hdXEeWA7CIAC5WDNQ","aq8y5xfuEeWA7CIAC5WDNQ",2015-06-21 13:05:15.543,2015-06-21 13:05:15.543
"EdbOXBblEeWYoCIAC5MBcw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>=。=应该是浏览器问题，回去再尝试。</text></co-content>","l3YWphV6EeWM2iIAC0KUpw","1aHA7RYVEeWA7CIAC5WDNQ",2015-06-20 00:41:20.728,2015-06-20 00:41:20.728
"17ALdDzUEeWGtiIAC7XhOg",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>学习过程中欢迎来与我们分享心得哦，加油，</text></co-content>","CBjMwztVEeWm9SIAC5HAew","",2015-08-07 07:20:55.404,2015-08-07 07:20:55.404
"gZ4Q3j22EeWnMCIAC9gGzQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>膜拜，非常希望你能与其他同学分享你的学习经验。帮助大家共同进步。</text></co-content>","LyIsUjzUEeW2ASIACxeTpg","",2015-08-08 10:16:17.263,2015-08-08 10:16:17.263
"hI_pWR5XEeWM2iIAC0KUpw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>吴昊宁你好，感谢你的积极参与，我发现你的回复有重复性内容，或许是浏览器的问题，你尝试以下故障排除方法：</text><text>1）换一个浏览器。我们比较推荐使用Chrome, Firefox, Safari。此外，请升级浏览器至最新版本。</text><text>2）尝试清理浏览器缓存。</text><text>对于你重复性回复内容我将进行删帖操作，再次感谢你的积极参与。</text></co-content>","ZRiOLxQtEeWM2iIAC0KUpw","pjtgth40EeWmISIAC9QOog",2015-06-29 12:08:13.968,2015-06-29 12:08:13.968
"Gh4tylBxEeWUBw792DK9fQ",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>此门课程是2D教学课程，绘制图形按照老师所讲方法进行平面二维绘制就行了，如果在三维空间内绘制，再转换到等角视图，虽然可以看到同样的视图效果，但是与本身的教学目的不符。</text><text>你的问题解答如下：</text><text>cad标注只能在XY平面上进行标注，因此高度标注需要将坐标系的XY平面进行转换，使需要标注的边位于XY平面内即可进行相应标注。</text></co-content>","zsEUKk-GEeWoNAol4TlMSw","",2015-09-01 06:17:20.438,2015-09-01 06:17:20.438
"YeZFKTKtEeWNVyIAC0uErA",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>现在的课程是自助课程，可以自行安排学习。</text></co-content>","FEzVfTHWEeWV8SIACyyfnQ","",2015-07-25 09:13:15.788,2015-07-25 09:13:15.788
"dE3aYjX_EeWddiIAC9pDDA",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>应该是不通用的，即便是国内，每个设计院也有自己的标注、图框规范。</text></co-content>","rOlCKzTeEeWj5iIACwIAYw","",2015-07-29 14:38:18.886,2015-07-29 14:38:18.886
"ROrzfEleEeWpgBJUo9Z-Uw",d235fb54ad258037707b6efbade1e76e954d84a5,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>cad工作空間可以看做是一張無限大的紙，我們看見的小都是相對的，「縮放實際範圍」是顯示工作空間這張紙上所有的物件。</text><text>「縮放實際範圍」=快速按兩下滑鼠中鍵(滾輪）=<strong>\"zoom\"</strong>&gt;<strong>A</strong></text><text>如果你想顯示所有物件時，就可以使用「縮放實際範圍」操作，但是如果你想單獨顯示一個物件，應該使用<strong>zoom</strong>命令<strong>&gt;O</strong>，或者<strong>W</strong><strong>。</strong></text><text>cad需要多操作，達到自己想要的結果即可，操作方式也不只一種方法，好比畫直線，可以使用功能表列點擊直線進行操作，也可以使用側邊快速功能表列點擊直線進行操作，也可以用line命令操作，需要多嘗試。</text><text>單位預設是不需要調整的，需要調整的話可以通過<strong>UNITS</strong>進入圖形單位介面調整。</text><text/></co-content>","u4hyOieVEeWSQSIAC5cRKQ","oaBVsCixEeWSQSIAC5cRKQ",2015-08-23 06:14:53.667,2015-08-23 06:14:53.667
"Ky_z2agkEeWG0xJGD15hdw",86eae829a7e193292f4355b632a68159f93dd0a6,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>也就是說得到G點，並把課程中的HE分為任意等分點連結</text><text>即可得弧長的任意等分點!  謝謝你們!!</text></co-content>","FayOZRsoEeWd3iIAC7VAtA","",2015-12-21 20:48:20.152,2015-12-21 20:48:20.152
"EVk0MjTiEeWNVyIAC0uErA",48165df8a8dbff6194d942e9bbf20e1f5a28cd05,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>謝謝喔!!</text></co-content>","u6rAtTN4EeWj5iIACwIAYw","",2015-07-28 04:35:26.298,2015-07-28 04:35:26.298
"hOyQdzThEeWPACIACw4G5w",48165df8a8dbff6194d942e9bbf20e1f5a28cd05,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>t</text></co-content>","u6rAtTN4EeWj5iIACwIAYw","",2015-07-28 04:31:30.705,2015-07-28 04:33:48.715
"eyZbeIF7EeWe6Qot63L7mQ",48165df8a8dbff6194d942e9bbf20e1f5a28cd05,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>  謝謝老師！！  </text></co-content>","p3OS7oB7EeWZiRK7avAQuw","",2015-11-02 16:05:05.174,2015-11-02 16:05:05.174
"63d00WEVEeW-tBLRsFjxBw",38e0a19a7669e352dbc260c883e3ae91e47e1692,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>奇怪 我c→d输15°才正确</text></co-content>","zcsNVTLUEeWNVyIAC0uErA","",2015-09-22 10:37:27.735,2015-09-22 10:37:27.735
"WHzhGuc1EeWnOBISxifLdw",05e685f0ec56c0613833590c51fa66e8079c4dcc,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我的也是，卡在这里了。我是2016版，没有视频里的那三个视图点选。我使用了“view cube\"改变试图，但是只有上视图可以画，改成前视图三点做圆也是画在上视图里。怎么办？</text></co-content>","gkkkpnmuEeWb4g4qCdqdUQ","bI8QNXtgEeWb4g4qCdqdUQ",2016-03-11 03:00:00.853,2016-03-11 03:09:18.164
"qHID0FtvEeWYng6rkEfI9w",a845dcf0f9e78c6dab73009140a5452640503298,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>还是不行。我安装的时候又出现了“您的计算机中已经安装了 .NET Framework 4.5 和此更新。”</text><img assetId=\"oe_o6FtvEeWzLwrzeFOkAw\" alt=\"\"/><text/></co-content>","SzT8KltrEeWkVgp3YUjFSw","aZgb51tsEeWYng6rkEfI9w",2015-09-15 06:04:43.021,2015-09-15 06:04:43.021
"42XVm1tuEeWWvApdRud_EQ",a845dcf0f9e78c6dab73009140a5452640503298,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>明白了，我现在去下载。谢谢！</text></co-content>","SzT8KltrEeWkVgp3YUjFSw","aZgb51tsEeWYng6rkEfI9w",2015-09-15 05:59:12.43,2015-09-15 05:59:12.43
"VB6Tc1txEeW8nxIOF_9POw",a845dcf0f9e78c6dab73009140a5452640503298,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>好的。我再找找网上还有没有关于这个问题的资料。</text></co-content>","SzT8KltrEeWkVgp3YUjFSw","aZgb51tsEeWYng6rkEfI9w",2015-09-15 06:16:40.539,2015-09-15 06:16:40.539
"bI8QNXtgEeWb4g4qCdqdUQ",a845dcf0f9e78c6dab73009140a5452640503298,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我试了所有的面，只有上视图可以画。</text></co-content>","gkkkpnmuEeWb4g4qCdqdUQ","",2015-10-25 21:36:17.306,2015-10-25 21:36:17.306
"DgasihTmEeWA7CIAC5WDNQ",0390508a61b1f2a939c50c5eb0aa53a19e9c9642,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>i can translate to english</text></co-content>","HOVQshOlEeWHGCIACznL2w","",2015-06-17 11:43:21.502,2015-06-17 11:43:21.502
"yb29xbBHEeWiXxLB9mtqCw",c73b0c661644ff84dea4836c2664343d8d52a158,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>此影片14:28~15:04為空白片段，請確認，2016/1/1</text></co-content>","2sHGchrQEeWd3iIAC7VAtA","",2016-01-01 05:23:27.849,2016-01-01 05:23:27.849
"76Qd9yXVEeWAsyIACnuV7A",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我是换成了IE，然后反复刷新看见的。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","GfyL7xXFEeWmISIAC9QOog",2015-07-09 01:00:48.344,2015-07-09 01:00:48.344
"NGrGlCXWEeWeUyIAC44Ejw",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我是换了浏览器然后反复刷新出来的，然后好像早上和中午要比晚上容易刷出来一点哦。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","9B5yyyMrEeWM2iIAC0KUpw",2015-07-09 01:02:43.731,2015-07-09 01:02:43.731
"9mWL7yXVEeWx4SIACye3Kw",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>感谢感谢。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","uhBvwxXIEeWHGCIACznL2w",2015-07-09 01:00:59.678,2015-07-09 01:00:59.678
"CePIiCXWEeW_ESIAC7Psdg",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>是啊，试了几次感觉上午比下午要容易刷出来，晚上最难。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","JMpfXxYtEeWd3iIAC7VAtA",2015-07-09 01:01:32.382,2015-07-09 01:01:32.382
"4qIJzyXVEeW_ESIAC7Psdg",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>是啊是啊，要刷新好久哒。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","kExIOhWFEeWmISIAC9QOog",2015-07-09 01:00:26.52,2015-07-09 01:00:26.52
"JB2mKCXWEeWeUyIAC44Ejw",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我是换了浏览器然后反复刷新出来的。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","XwZgFCV2EeWeUyIAC44Ejw",2015-07-09 01:02:16.382,2015-07-09 01:02:16.382
"15lVRiXVEeWx4SIACye3Kw",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>谢谢啦，我最后是换浏览器加反复刷新过去的。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","CVwsQhWEEeWHGCIACznL2w",2015-07-09 01:00:08.008,2015-07-09 01:00:08.008
"5eZpBSalEeWmXSIAC00EeA",46d9b0a033a84a0c59d319a5190e38b686c6ee40,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我也是啊，尽量早上开就好点。</text></co-content>","WrH8mhV8EeWHGCIACznL2w","fup_dSYEEeWAsyIACnuV7A",2015-07-10 01:49:27.321,2015-07-10 01:49:27.321
"eYkRuyuMEeWL_SIACnuNyg",882a34625b9db3673642ea0d0c5f0b34017a9e9f,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text/><img assetId=\"6TF4yCuLEeWmuArE2jDQHQ\" alt=\"\"/><text/></co-content>","FayOZRsoEeWd3iIAC7VAtA","",2015-07-16 07:30:03.911,2015-07-16 07:30:03.911
"iKzRXkJCEeWBHArcQOD9cw",882a34625b9db3673642ea0d0c5f0b34017a9e9f,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>好的，我明白了，谢谢~</text></co-content>","Hi2sqEGvEeWH9A5JyVdXvQ","HE7YIEHFEeWWIQr4OsvVww",2015-08-14 05:08:43.297,2015-08-14 05:08:43.297
"-A9oGxPREeWM2iIAC0KUpw",5bef1010e2429d990916cdcada3da64e6913d879,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>不是的，这个是要交钱的</text></co-content>","5UfTIRPGEeWM2iIAC0KUpw","",2015-06-16 02:47:03.552,2015-06-16 02:47:03.552
"vv3mdi0SEeWu2iIACucCZg",4a14cbd96b71b7ae479eb73b4409e4b7575e97d6,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>谢谢回复，在我不下10次的重复操作后终于成功了。</text></co-content>","uL4gSyxYEeWyOiIAC7aEiQ","Zo8vIyx6EeWBXCIACyUiNQ",2015-07-18 06:03:44.164,2015-07-18 06:03:44.164
"AEq-fhSREeWM2iIAC0KUpw",614a6cd6ff96ed9f35119a357468963732151397,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>输入长度，然后按Tab，输入度数，我自己摸索的是这样。老师在视频里面好像没有提到这个细节。</text></co-content>","Y_Cx-xQ8EeWHGCIACznL2w","",2015-06-17 01:34:31.238,2015-06-17 01:34:31.238
"2cxnZbBNEeWacw7zR2f1aQ",1451c696e2b0afcb98545cdd3c788a0d287cbfee,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>AutoCAD 沒拋物線的功能，</text><text>除非是自己寫 AutoLISP</text><text/></co-content>","2sHGchrQEeWd3iIAC7VAtA","",2016-01-01 06:06:51.769,2016-01-01 06:06:51.769
"OyQzMbEMEeWacw7zR2f1aQ",1451c696e2b0afcb98545cdd3c788a0d287cbfee,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>(setq x1 -3 x2 +1 no 8 dx (/ (- x2 x1) 8.0))\\n</text><text>(setq x2 (+ x2 (/ dx 10.0)))\\n</text><text>\\n</text><text>; for x= x1 to x2 step dx do\\n</text><text>(setq x x1)\\n</text><text>(command \"spline\")\\n</text><text>(while (&lt;= x x2)\\n</text><text>  (setq y (+ (* x x) (* 2 x) 3))\\n</text><text>  (command (list x y))\\n</text><text>\\n</text><text>  (setq x (+ x dx))\\n</text><text>  ); end while\\n</text><text>(command \"\" \"\" \"\")\\n</text><text>\\n</text><text>(null)\\n</text><text/><text/></co-content>","2sHGchrQEeWd3iIAC7VAtA","",2016-01-02 04:49:39.462,2016-01-02 04:49:39.462
"4xB576JxEeWF2Q53QdZUbw",1451c696e2b0afcb98545cdd3c788a0d287cbfee,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>看到討論區的文章是 四個月前，</text><text>蠻困惑的</text><text/></co-content>","pykWUaJxEeWG0xJGD15hdw","",2015-12-14 14:49:32.918,2015-12-14 14:49:32.918
"Dx3O0BVlEeWA7CIAC5WDNQ",3df8703c7d70ce74e39b41d17cd14e780f3df50f,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>Hello Mr. Chen,</text><text>I am using laptop actually, its fix now on its own as i write this. I dont know what happened yesterday but its fine now :)</text></co-content>","K7TBDhSFEeWd3iIAC7VAtA","",2015-06-18 02:52:29.416,2015-06-18 02:52:29.416
"iPmEgSboEeWHPSIAC7MNfg",a1dd855b59f5e5cc0dc1f851553181ecac26973a,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>最后用浏览器下载成功</text><text/></co-content>","Mao_cyONEeWM2iIAC0KUpw","",2015-07-10 09:46:27.699,2015-07-10 09:46:27.699
"3NXjoyGFEeWA7CIAC5WDNQ",716f4c6cc4d27803adc6feb8cf42b1e8dfce69f7,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>Hi Salih,</text><text>I'm sorry that this course is not available in English.</text><text>It only has Chinese subtitle as well.</text><text/></co-content>","w30JASFbEeWYoCIAC5MBcw","J8DKgCF-EeWHGCIACznL2w",2015-07-03 13:17:32.404,2015-07-03 13:17:32.404
"qC5dBSYuEeW_ESIAC7Psdg",716f4c6cc4d27803adc6feb8cf42b1e8dfce69f7,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>好喔~~~謝謝Mentor的熱心建議~~~~^.^</text></co-content>","w30JASFbEeWYoCIAC5MBcw","o-PSkSLAEeWA7CIAC5WDNQ",2015-07-09 11:35:53.663,2015-07-09 11:35:53.663
"HjuiZRpiEeWM2iIAC0KUpw",5b480b3db2da4decfab3e2e9d014ca09705da3ef,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>谢谢</text><text/><text/></co-content>","jnnrPBmeEeWmISIAC9QOog","POhONBo-EeWYoCIAC5MBcw",2015-06-24 11:14:02.101,2015-06-24 11:14:02.101
"usc8RP8aEeWbYhLNZ2H1QQ",c3ea45a654f0053b5e7a7d0594a82c72be8ff8e2,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>Dear Joon Monk</text><text>Yes, installing AutoCAD 2016 is able to work around the problem. I must thank you for your intervention as I was on the verge of giving up. According to the survey at the end of the video instructing us how to download and install the program, 13% of respondents fail to install the program successfully. This is quite a high failure rate.  Professor Kang and his colleagues should pay attention to this problem and be ready to timely help our fellow classmates who come up with similar problems in the course.</text><text>I also hope that using AutoCAD 2016 would not impede us from following the course. And it is interesting to note that there seems to be a rather high proportion of English-speaking students taking the course. As a matter of fact, I download the English version instead of the Chinese version, and hope that this won't impede me from following the course. </text><text>Thanks once again for your helpful intervention.</text><text>Ha</text></co-content>","DwTsxP2aEeWS4Ar9qFG8UQ","",2016-04-10 12:49:57.252,2016-04-10 12:49:57.252
"6XaXcBaGEeWHGCIACznL2w",3f94dde37aee84e8d4d360db14ad689208037685,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>明明就是 根号29=5.3852……</text></co-content>","8EGVKxYsEeWYoCIAC5MBcw","0pVaEBaGEeWHGCIACznL2w",2015-06-19 13:27:20.296,2015-06-19 13:29:12.613
"vMMxqBlDEeWHGCIACznL2w",3f94dde37aee84e8d4d360db14ad689208037685,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我也是2014，而且還是用的熟悉的2007那種的老界面……靠英文命令可以來對應吧。</text><text>鎖點——捕捉；格線——柵格     </text></co-content>","IlW9FxceEeWd3iIAC7VAtA","",2015-06-23 01:04:02.508,2015-06-23 01:04:02.508
"0pVaEBaGEeWHGCIACznL2w",3f94dde37aee84e8d4d360db14ad689208037685,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>我测距结果总是错的，下面小圆右点 到 上面弧中点距离 难道不是5.3852（5.38516）？？ </text></co-content>","8EGVKxYsEeWYoCIAC5MBcw","",2015-06-19 13:26:41.91,2015-06-19 13:29:21.552
"T2LOpKOYEeW2dA51rBQ9Ew",05ae718a4d7e7237bcf0c531f71bb341c8417632,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>同樓上，我還差一份作業要評分，提交的人太少，湊不到五份，可是今天就是deadline了......</text></co-content>","aFQPbKAIEeWHSwq6hrcVGw","",2015-12-16 01:57:06.69,2015-12-16 01:57:06.69
"MKFF0DlfEeWj5iIACwIAYw",925e47d0fa83457ffb4491cc0ec338d3589b5474,"POZJ3uOtEeSoXCIACw4Gzg","<co-content><text>谢谢。我也一直奇怪这个问题。</text></co-content>","ZPxYtC-VEeWeoSIAC0aC-w","nD2-rjZvEeWNVyIAC0uErA",2015-08-02 21:41:10.522,2015-08-02 21:41:10.522
